trip_id,country,age_group,travel_companions,num_females,num_males,main_activity,visit_purpose,is_first_visit,mainland_stay_nights,island_stay_nights,tour_type,intl_transport_included,info_source,accomodation_included,food_included,domestic_transport_included,sightseeing_included,guide_included,insurance_included,days_booked_before_trip,arrival_weather,total_trip_days,has_special_requirements,spend_category
tour_idbl87dsco,SOUTH AFRICA,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,6,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,Rainy,7-14,none,0.0
tour_idjif1bkpp,UNITED KINGDOM,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,No,43,0,Independent,No,"Travel agent, tour operator",No,,No,No,No,No,61-90,,30+,,1.0
tour_idtbp0y4fp,UNITED KINGDOM,25-44,Alone,1.0,0.0,Conference Tourism,Meetings and Conference,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,Rainy,7-14,none,1.0
tour_idintx7oyo,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,2.0,0.0,Cultural Tourism,Visiting Friends and Relatives,Yes,9,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,"dietary needs,",0.0
tour_idkt3zfo4q,SWIZERLAND,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,16,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,30+,none,0.0
tour_idy5zh24we,SPAIN,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,No,No,61-90,other,15-30,none,0.0
tour_idt93gyubc,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,2.0,Wildlife Tourism,Leisure and Holidays,Yes,9,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,,humid,7-14,,0.0
tour_idejpxrudn,GERMANY,45-64,With Spouse and Children,3.0,3.0,Beach Tourism,Leisure and Holidays,Yes,5,7,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,Yes,Yes,61-90,"Windy,",1-6,none,1.0
tour_idtk0n0bph,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,21,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,,none,0.0
tour_idd47hgk3o,ZIMBABWE,45-64,With Other Friends/Relatives,0.0,2.0,Beach Tourism,Business,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,8-14,"cloudy,",30+,none,2.0
tour_idvrg0vscu,UGANDA,45-64,,0.0,1.0,Hunting Tourism,Other,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"Windy,",15-30,,2.0
tour_iddvvsghz8,UNITED KINGDOM,25-44,Alone,1.0,0.0,Hunting Tourism,Visiting Friends and Relatives,No,12,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",15-30,,1.0
tour_id2xan8ztj,NORWAY,45-64,Alone,0.0,1.0,Widlife Tourism,Business,Yes,9,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,,30+,,1.0
tour_idah5rrybc,SOUTH AFRICA,45-64,Alone,0.0,1.0,Hunting Tourism,Meetings and Conference,No,5,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,No,No,No,Yes,8-14,,30+,,0.0
tour_idcrnz47cf,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,4.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,Yes,Yes,No,61-90,"Windy,",7-14,,2.0
tour_id8bdjh5c0,KENYA,45-64,Alone,0.0,1.0,Cultural Tourism,Scientific and Academic,Yes,7,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",7-14,,2.0
tour_idomtgv44y,ZAMBIA,25-44,Alone,0.0,1.0,Widlife Tourism,Business,No,3,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,"sunny,",1-6,none,1.0
tour_id9pebu1lr,NETHERLANDS,25-44,With Spouse and Children,2.0,2.0,Wildlife Tourism,Other,No,90,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,15-30,,2.0
tour_idk1ld255o,FRANCE,65+,With Children,2.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,1-6,none,0.0
tour_idcqzw0yog,ITALY,45-64,With Other Friends/Relatives,2.0,2.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,61-90,"sunny,",7-14,,0.0
tour_idi7g6vzcw,SWEDEN,25-44,With Other Friends/Relatives,2.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,61-90,"cloudy,",7-14,none,0.0
tour_id7nt9b3a5,CANADA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,13,4,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,,1-6,none,1.0
tour_idtbbgytc0,ITALY,25-44,With Children,2.0,0.0,Beach Tourism,Visiting Friends and Relatives,No,16,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,15-30 ,"sunny,",1-6,,1.0
tour_idarvf4a0b,UNITED KINGDOM,45-64,Alone,0.0,1.0,Hunting Tourism,Meetings and Conference,No,29,0,Independent,No,Others,No,No,No,No,No,No,,"sunny,",7-14,,1.0
tour_idmfpc41mv,UNITED STATES OF AMERICA,25-44,With Children,3.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Radio, TV, Web",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",7-14,,0.0
tour_idy6webp6u,ZAMBIA,25-44,Alone,0.0,1.0,Cultural Tourism,Business,No,6,0,Independent,,"Friends, relatives",No,No,No,No,No,No,90+,"Windy,",7-14,translator required.,1.0
tour_idijiin4ma,SWIZERLAND,65+,With Other Friends/Relatives,1.0,3.0,Diving and Sport Fishing,Leisure and Holidays,Yes,20,0,Independent,No,Trade fair,No,No,No,No,No,No,,"sunny,",30+,,0.0
tour_idymdnwrph,INDIA,45-64,Alone,0.0,1.0,Hunting Tourism,Business,Yes,4,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"sunny,",7-14,,1.0
tour_id7ouoh591,ISRAEL,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,15,12,Independent,No,Others,No,No,No,No,No,No,61-90,Rainy,7-14,none,0.0
tour_id74pwffg4,RWANDA,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,2,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"sunny,",7-14,"dietary needs,",2.0
tour_ideorglbrj,GERMANY,45-64,Alone,1.0,0.0,Mountain Climbing,Business,No,2,0,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,No,No,No,,Stormy,7-14,,1.0
tour_idx5cgn0ue,KENYA,25-44,With Other Friends/Relatives,2.0,2.0,Hunting Tourism,Other,Yes,2,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,other,7-14,,1.0
tour_idb48glr0w,GERMANY,18-24,With Other Friends/Relatives,4.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,27,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,31-60,,30+,,1.0
tour_ide7fh3sxs,ZIMBABWE,25-44,Alone,0.0,1.0,Wildlife Tourism,Business,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",30+,,1.0
tour_idrqnrlx3h,CANADA,25-44,With Spouse,0.0,1.0,Conference Tourism,Volunteering,No,33,0,Independent,No,Others,No,No,No,No,No,No,61-90,,30+,,1.0
tour_idrahz21ls,CANADA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Stormy,1-6,none,0.0
tour_idkeq0b5uj,ZAMBIA,25-44,Alone,0.0,1.0,Hunting Tourism,Other,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,15-30 ,"sunny,",1-6,,2.0
tour_idic322qkk,ITALY,25-44,With Other Friends/Relatives,1.0,2.0,Wildlife Tourism,Leisure and Holidays,Yes,14,7,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,1-6,none,1.0
tour_idknjyhw9t,SWEDEN,18-24,With Other Friends/Relatives,1.0,0.0,Bird Tourism,Leisure and Holidays,Yes,9,0,Independent,No,"Friends, relatives",No,No,No,No,No,,90+,Rainy,7-14,,2.0
tour_idre8cfa7p,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"cloudy,",1-6,,0.0
tour_idttviovdl,IRELAND,18-24,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,25,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,15-30,none,1.0
tour_idnc62m3ry,SOUTH AFRICA,45-64,Alone,0.0,1.0,Conference Tourism,Business,Yes,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,"Windy,",7-14,,2.0
tour_id8pc7s6d3,SOUTH AFRICA,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,,1.0
tour_id18cwikg2,UAE,45-64,Alone,0.0,1.0,Bird Tourism,Leisure and Holidays,No,10,7,Independent,No,"Friends, relatives",,No,No,No,No,,31-60,"sunny,",7-14,,1.0
tour_idpnl6qb3o,FRANCE,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",15-30,,0.0
tour_id1vahvzpl,SPAIN,25-44,Alone,1.0,0.0,,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,other,1-6,translator required.,1.0
tour_idmspntvas,UNITED KINGDOM,18-24,Alone,1.0,0.0,Beach Tourism,Visiting Friends and Relatives,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,,2.0
tour_id4oim3zyr,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"cloudy,",7-14,none,0.0
tour_idcuz1w1rj,LUXEMBOURG,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,8,10,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,8-14,"sunny,",1-6,,0.0
tour_idol96iawc,UNITED STATES OF AMERICA,25-44,,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,9,0,Package Tour,No,"Friends, relatives",No,No,No,Yes,Yes,No,31-60,,30+,,1.0
tour_iddj3b5dw3,ZAMBIA,25-44,Alone,1.0,0.0,Hunting Tourism,Business,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"cloudy,",1-6,,1.0
tour_idotyfjdqh,GERMANY,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,14,0,Package Tour,Yes,"Travel agent, tour operator",No,No,Yes,No,No,Yes,15-30 ,"sunny,",30+,,0.0
tour_idqb2g9jyn,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,7,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,30+,none,0.0
tour_idmm698kzf,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,6,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,15-30 ,Rainy,1-6,,2.0
tour_idlwxq5hhv,ZIMBABWE,25-44,Alone,0.0,1.0,Cultural Tourism,Business,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"sunny,",30+,none,2.0
tour_iddbztq6k8,ITALY,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,90+,Rainy,7-14,,0.0
tour_idu3mws27w,FRANCE,18-24,With Other Friends/Relatives,2.0,0.0,Beach Tourism,Leisure and Holidays,Yes,0,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"cloudy,",30+,none,1.0
tour_idecv9uiko,SPAIN,25-44,With Spouse,1.0,1.0,Diving and Sport Fishing,Leisure and Holidays,Yes,5,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,Yes,No,90+,,30+,,0.0
tour_idlhv29a2d,UNITED STATES OF AMERICA,45-64,With Spouse,2.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,Others,Yes,,Yes,No,Yes,No,90+,Rainy,30+,,0.0
tour_idvm3i8d2r,FRANCE,18-24,,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,13,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,,90+,,30+,"dietary needs,",1.0
tour_id5xjqaab1,CONGO,25-44,Alone,0.0,1.0,Cultural Tourism,Visiting Friends and Relatives,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,other,30+,,2.0
tour_idbdsh8d7f,SWIZERLAND,25-44,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,7,Package Tour,,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,"Windy,",1-6,,0.0
tour_idv53539al,SWEDEN,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Radio, TV, Web",Yes,Yes,Yes,Yes,Yes,Yes,8-14,"Windy,",7-14,none,0.0
tour_idbkh83odm,FRANCE,45-64,With Spouse and Children,2.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,"sunny,",30+,,0.0
tour_id8p6vvzx2,SWIZERLAND,25-44,With Other Friends/Relatives,2.0,0.0,Conference Tourism,Leisure and Holidays,Yes,14,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,,90+,"sunny,",7-14,,0.0
tour_id48xq3p21,FRANCE,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,No,,15-30 ,Rainy,15-30,,0.0
tour_idmo68pist,DENMARK,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Independent,No,Others,No,No,No,No,No,No,31-60,,15-30,none,1.0
tour_id13wz41v2,UGANDA,65+,Alone,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"sunny,",1-6,,2.0
tour_id2amh81ho,RWANDA,25-44,,0.0,1.0,Conference Tourism,Meetings and Conference,Yes,11,0,Independent,Yes,Others,Yes,Yes,No,No,No,No,90+,other,7-14,,0.0
tour_id0n8jgwy4,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,31-60,"sunny,",30+,,0.0
tour_idq566w4p7,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,Yes,No,90+,,1-6,none,0.0
tour_idv5swae48,SPAIN,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,4,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,No,Yes,,"cloudy,",15-30,none,0.0
tour_idw8f1hugq,NETHERLANDS,25-44,Alone,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,,30+,none,1.0
tour_idv4nju6re,FRANCE,25-44,With Other Friends/Relatives,3.0,0.0,Conference Tourism,Leisure and Holidays,No,14,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,humid,30+,,0.0
tour_id9yxvecny,ITALY,25-44,With Other Friends/Relatives,0.0,2.0,Beach Tourism,Leisure and Holidays,No,2,13,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Stormy,7-14,translator required.,1.0
tour_idlnjiwpt7,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,15,0,Package Tour,No,"Travel agent, tour operator",No,Yes,Yes,Yes,Yes,No,61-90,"cloudy,",1-6,,0.0
tour_idf2f6btph,FRANCE,25-44,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,Yes,8,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,61-90,Stormy,15-30,,0.0
tour_idhye10b36,SOUTH AFRICA,45-64,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,No,3,7,Independent,Yes,"Travel agent, tour operator",Yes,No,No,No,No,No,31-60,other,1-6,,2.0
tour_id9eyd46xw,CHINA,25-44,Alone,1.0,0.0,Beach Tourism,Visiting Friends and Relatives,No,150,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,7-14,,0.0
tour_id6oln90g1,OMAN,45-64,With Other Friends/Relatives,0.0,3.0,Conference Tourism,Visiting Friends and Relatives,Yes,6,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,,,none,0.0
tour_id6dxhq8wi,KENYA,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,Yes,1,1,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"Windy,",7-14,,1.0
tour_idizt7q81h,UAE,25-44,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,other,30+,none,1.0
tour_id4671rfap,CANADA,45-64,Alone,0.0,1.0,,Leisure and Holidays,Yes,17,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,8-14,"cloudy,",7-14,,0.0
tour_idh3ezvwr9,KENYA,25-44,Alone,1.0,0.0,Beach Tourism,Visiting Friends and Relatives,No,6,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,1-6,,2.0
tour_id8xrlx8x9,ITALY,18-24,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,26,7,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,7-14,none,1.0
tour_idiaayairv,BELGIUM,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,No,7,0,Package Tour,No,"Friends, relatives",No,Yes,Yes,Yes,No,Yes,90+,,30+,,1.0
tour_id5qi3jzjt,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,19,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,,"sunny,",7-14,,0.0
tour_idf07bknxn,FRANCE,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,7,Independent,No,Others,No,No,No,No,No,No,90+,Rainy,7-14,none,1.0
tour_id87n80yma,UNITED STATES OF AMERICA,45-64,With Spouse,0.0,0.0,,Leisure and Holidays,Yes,14,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"Windy,",1-6,,0.0
tour_id8cbipxzd,GERMANY,18-24,With Children,1.0,2.0,Beach Tourism,Leisure and Holidays,Yes,8,2,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,Rainy,30+,,0.0
tour_id638nx7f6,SOUTH AFRICA,45-64,Alone,0.0,1.0,Widlife Tourism,Meetings and Conference,No,1,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,"sunny,",30+,"dietary needs,",2.0
tour_idw6dz5apb,CROATIA,45-64,With Other Friends/Relatives,0.0,2.0,Conference Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,,"sunny,",1-6,,0.0
tour_idfdg7gqxk,SPAIN,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,,4,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,61-90,"sunny,",30+,,1.0
tour_idlco30d8i,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,61-90,,15-30,none,0.0
tour_ida03t9h7l,GERMANY,45-64,With Children,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,9,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,Yes,Yes,,Rainy,30+,none,0.0
tour_id9w3j3wtr,ZIMBABWE,25-44,Alone,0.0,1.0,Widlife Tourism,Business,Yes,4,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,61-90,,30+,"dietary needs,",1.0
tour_id3s9xbz2t,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,15-30,,0.0
tour_idu37efcn2,ZIMBABWE,25-44,,0.0,1.0,Beach Tourism,Business,No,2,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"cloudy,",1-6,,2.0
tour_idoqi9a9q1,KENYA,25-44,Alone,0.0,1.0,Widlife Tourism,Meetings and Conference,No,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,,30+,"wheelchair,",1.0
tour_id8ar4kk6p,ITALY,45-64,With Spouse and Children,1.0,2.0,Beach Tourism,Leisure and Holidays,Yes,0,14,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,,30+,,0.0
tour_idu6m83h5a,UNITED KINGDOM,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,8,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,,30+,none,0.0
tour_idy7ns1ulm,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,No,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,15-30 ,"sunny,",7-14,,2.0
tour_idekqacry2,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Radio, TV, Web",Yes,Yes,Yes,Yes,Yes,,,humid,30+,,1.0
tour_ido4vmlq92,GERMANY,45-64,Alone,0.0,1.0,Widlife Tourism,Business,Yes,6,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",7-14,none,1.0
tour_idpo5ibu9c,ITALY,25-44,With Other Friends/Relatives,3.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,61-90,Rainy,7-14,none,0.0
tour_idtjg4rmya,ZIMBABWE,45-64,Alone,0.0,1.0,Hunting Tourism,Other,No,3,0,Independent,No,Others,No,No,No,No,No,No,61-90,"sunny,",7-14,none,2.0
tour_id9r21hdfz,KENYA,25-44,With Other Friends/Relatives,0.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,8,5,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,8-14,"sunny,",7-14,none,1.0
tour_ide1pxomyn,UNITED KINGDOM,18-24,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,29,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,,1-6,none,1.0
tour_idtde3aj57,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,6.0,Conference Tourism,Leisure and Holidays,Yes,6,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,90+,Rainy,1-6,,0.0
tour_idoxnzu8ur,FRANCE,25-44,With Spouse and Children,3.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,7,3,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,,Rainy,1-6,,0.0
tour_idcdgaiwp8,ITALY,18-24,With Other Friends/Relatives,2.0,3.0,Hunting Tourism,Other,Yes,0,14,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,No,61-90,,7-14,none,0.0
tour_idny0qxbtw,SLOVAKIA,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,90+,Rainy,1-6,,1.0
tour_idxk3n186a,ZAMBIA,45-64,,0.0,1.0,Hunting Tourism,Business,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,15-30,,1.0
tour_idgpgf3yxx,ITALY,18-24,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,No,No,61-90,"sunny,",7-14,,0.0
tour_idym46h30w,SOUTH AFRICA,25-44,With Other Friends/Relatives,1.0,3.0,Widlife Tourism,Business,Yes,5,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,,1-6,translator required.,2.0
tour_idwitu9qkb,ZIMBABWE,45-64,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Business,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,humid,7-14,translator required.,1.0
tour_idvuuw4cho,NORWAY,25-44,With Other Friends/Relatives,2.0,3.0,Widlife Tourism,Leisure and Holidays,Yes,9,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,90+,"cloudy,",30+,,0.0
tour_idugyq9dvz,SOUTH AFRICA,45-64,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,7-14,,0.0
tour_ida4fd8e14,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",7-14,"dietary needs,",0.0
tour_idbnbtjfbo,ZAMBIA,25-44,Alone,0.0,1.0,Widlife Tourism,Business,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,humid,15-30,,1.0
